City,City_Zone,Locality,Latitude_Longitude,Exact_Address,Property_Type,BHK,Carpet_Area_sqft,Built_up_Area_sqft,Plot_Area_sqft,Property_Age_Years,Floor_Total_Floors,Parking,Lift,Facing,Actual_Transaction_Price_INR,Rental_Price_INR,Builder,RERA_ID,Registration_Date,Metro_Highway_Distance_km,Nearby_Schools_Hospitals
Nagpur,South,Mihan,20.1049_74.3770,"Synthetic Address, Mihan, Nagpur",Apartment,2,1054,1370.2,0,16,27/28,0 Open,3,West,11564109.539523011,22984.727378318767,Builder 22,NA,2025-08-08,6.7,4 Schools / 4 Hospitals
Nagpur,West,Katol Road,21.2847_73.2782,"Synthetic Address, Katol Road, Nagpur",Apartment,3,1710,2223.0,0,0,2/21,1 Open,1,North-East,30722150.659896627,100588.97358426197,Builder 3,NA,2026-02-13,2.2,2 Schools / 2 Hospitals
Mumbai,West,Borivali,21.9985_77.9355,"Synthetic Address, Borivali, Mumbai",Apartment,4,2204,2865.2000000000003,0,0,17/22,2 Covered,4,East,117899425.21113127,358718.38597636024,Builder 15,P7646270060,2026-01-04,0.8,2 Schools / 2 Hospitals
Nagpur,South,Zingabai Takli,19.8537_75.8231,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,2,1182,1536.6000000000001,0,8,24/27,3 Covered,2,North,13604353.111320045,40197.440526961655,Builder 9,NA,2024-07-07,6.6,2 Schools / 2 Hospitals
Nashik,West,Mahatma Nagar,20.2656_74.0942,"Synthetic Address, Mahatma Nagar, Nashik",Plot,0,0,0,2197,11,0/3,1 Covered,0,North-East,18029156.733969897,0,Builder 7,P8044467127,2025-12-01,1.2,3 Schools / 2 Hospitals
Pune,South,NIBM Road,20.8441_74.0034,"Synthetic Address, NIBM Road, Pune",Apartment,2,902,1172.6000000000001,0,8,4/37,0 Covered,4,East,11704025.313417094,34327.80939641235,Builder 33,P5493389353,2024-02-23,5.6,4 Schools / 2 Hospitals
Nagpur,East,Manish Nagar,20.0458_79.3220,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,858,1115.4,0,14,4/4,0 Covered,3,North,6913859.239256511,22955.62579421845,Builder 50,P4637205944,2025-10-05,7.3,2 Schools / 4 Hospitals
Nashik,West,Gangapur Road,21.0686_75.4940,"Synthetic Address, Gangapur Road, Nashik",Apartment,1,404,525.2,0,1,15/15,3 Covered,3,West,4193665.9811282507,11487.672902488623,Builder 36,P3838912089,2024-10-17,0.6,4 Schools / 1 Hospitals
Mumbai,North,Bandra,19.2575_73.4459,"Synthetic Address, Bandra, Mumbai",Apartment,2,1132,1471.6000000000001,0,16,6/31,0 Covered,1,North-East,49283153.96501634,88116.9082617376,Builder 47,P6680765486,2025-12-23,9.3,5 Schools / 5 Hospitals
Nagpur,Central,Manish Nagar,18.7815_77.1149,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,810,1053.0,0,20,1/5,0 Open,2,North-West,8919643.98416696,16498.698772236403,Builder 47,NA,2024-09-16,5.5,1 Schools / 5 Hospitals
Pune,North,Hadapsar,21.5043_77.0610,"Synthetic Address, Hadapsar, Pune",Villa/Row House,2,1130,1469.0,2311.5027210084395,11,0/1,3 Open,0,North-East,10598774.988347929,21623.878594353195,Builder 47,P8650155109,2025-07-15,4.0,4 Schools / 5 Hospitals
Pune,West,NIBM Road,20.3495_79.8821,"Synthetic Address, NIBM Road, Pune",Apartment,2,840,1092.0,0,3,5/28,3 Covered,2,North-West,10774870.524603738,24013.245507703006,Builder 21,NA,2024-08-03,1.1,5 Schools / 4 Hospitals
Nagpur,South,Zingabai Takli,20.4905_78.6536,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,3,1755,2281.5,0,9,25/26,2 Open,4,North-East,21701824.44780697,38827.46385472106,Builder 10,P5513615466,2025-05-27,8.3,5 Schools / 3 Hospitals
Nagpur,North,Mihan,18.9138_79.0323,"Synthetic Address, Mihan, Nagpur",Apartment,2,872,1133.6000000000001,0,17,14/32,2 Open,2,East,6879774.18929889,16527.105509847093,Builder 30,P7813766702,2024-05-05,6.1,3 Schools / 2 Hospitals
Mumbai,West,Powai,20.8671_76.7351,"Synthetic Address, Powai, Mumbai",Apartment,1,416,540.8000000000001,0,14,5/35,1 Covered,3,North-East,19975809.16505203,45692.543318332144,Builder 21,P8826607242,2025-08-07,4.6,2 Schools / 1 Hospitals
Nagpur,South,Katol Road,19.3303_72.2600,"Synthetic Address, Katol Road, Nagpur",Apartment,2,952,1237.6000000000001,0,13,19/19,2 Open,4,West,5545518.483105062,15290.268489621523,Builder 40,P8620324849,2024-11-17,4.9,1 Schools / 1 Hospitals
Nagpur,North,Wathoda,18.7254_73.4833,"Synthetic Address, Wathoda, Nagpur",Apartment,2,1138,1479.4,0,7,1/6,2 Covered,2,North,15087505.500039354,45581.71123848335,Builder 24,P3372518914,2025-12-29,1.4,5 Schools / 1 Hospitals
Mumbai,East,Worli,18.8960_74.0149,"Synthetic Address, Worli, Mumbai",Apartment,2,1106,1437.8,0,10,3/8,1 Covered,4,North-East,16538676.844661457,50494.192784145715,Builder 18,P5568646825,2024-11-05,2.8,4 Schools / 4 Hospitals
Mumbai,North,Borivali,20.5094_76.2786,"Synthetic Address, Borivali, Mumbai",Apartment,2,1194,1552.2,0,18,19/19,1 Open,1,South,97250614.56112424,305199.1858515877,Builder 20,P2079039447,2024-02-18,2.3,5 Schools / 3 Hospitals
Nagpur,East,Katol Road,18.6749_76.0842,"Synthetic Address, Katol Road, Nagpur",Apartment,1,445,578.5,0,0,6/11,1 Open,3,South,1746887.9111276786,5276.008066152924,Builder 41,NA,2025-12-04,8.6,3 Schools / 2 Hospitals
Pune,North,NIBM Road,20.2616_75.0838,"Synthetic Address, NIBM Road, Pune",Apartment,3,1200,1560.0,0,10,10/18,0 Covered,2,North-West,13687897.15793805,36943.25777779135,Builder 22,NA,2025-03-08,5.0,3 Schools / 5 Hospitals
Nashik,North,Pathardi Phata,18.8649_74.3268,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1548,2012.4,0,1,22/26,3 Covered,1,North,8087401.443211155,19460.36983297642,Builder 21,P9219164051,2024-11-15,8.0,1 Schools / 3 Hospitals
Nagpur,West,Dharampeth,20.0141_75.8538,"Synthetic Address, Dharampeth, Nagpur",Apartment,4,2232,2901.6,0,5,6/16,3 Covered,3,East,18858711.527210403,55381.97233879573,Builder 8,P5464227333,2024-03-05,3.7,3 Schools / 2 Hospitals
Mumbai,South,Mira Road,19.5141_78.9058,"Synthetic Address, Mira Road, Mumbai",Apartment,1,482,626.6,0,10,1/13,2 Open,3,West,27833193.81840287,86450.863012355,Builder 5,P5140733303,2025-11-17,9.2,4 Schools / 5 Hospitals
Pune,South,Pimpri,21.0831_73.3793,"Synthetic Address, Pimpri, Pune",Apartment,4,1936,2516.8,0,16,32/40,0 Open,4,North,20007600.95352985,60441.812885459214,Builder 23,NA,2025-06-11,8.5,3 Schools / 5 Hospitals
Nagpur,East,Manish Nagar,19.9073_78.7083,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,856,1112.8,0,2,3/5,3 Covered,3,South,4273202.213380394,7375.744377808376,Builder 14,NA,2024-04-29,8.4,4 Schools / 5 Hospitals
Nashik,North,Jail Road,19.3097_75.4942,"Synthetic Address, Jail Road, Nashik",Apartment,2,814,1058.2,0,3,1/7,3 Open,2,East,10395902.985933231,31776.111994872696,Builder 12,P2654683886,2025-11-19,0.6,3 Schools / 1 Hospitals
Pune,West,Wagholi,19.1643_77.6678,"Synthetic Address, Wagholi, Pune",Apartment,1,548,712.4,0,10,11/14,2 Covered,1,North-West,8064662.402341536,25913.298153048974,Builder 34,NA,2024-10-02,1.9,3 Schools / 2 Hospitals
Nagpur,South,Katol Road,20.1888_77.3552,"Synthetic Address, Katol Road, Nagpur",Apartment,2,1168,1518.4,0,11,28/33,1 Open,3,East,18785127.246636305,55859.80751686221,Builder 39,NA,2024-02-14,9.4,2 Schools / 3 Hospitals
Nagpur,East,Mihan,21.3900_78.9558,"Synthetic Address, Mihan, Nagpur",Villa/Row House,3,1413,1836.9,3332.7799988589118,15,0/2,2 Open,0,West,5123006.426321268,10105.8263021969,Builder 11,P8703064411,2024-11-25,3.2,5 Schools / 1 Hospitals
Mumbai,West,Chembur,19.1403_73.8444,"Synthetic Address, Chembur, Mumbai",Apartment,2,824,1071.2,0,0,1/23,0 Covered,3,South,40261598.5802088,76069.45210751532,Builder 31,P3559406279,2025-01-07,1.7,1 Schools / 1 Hospitals
Mumbai,North,Andheri,19.5153_76.9297,"Synthetic Address, Andheri, Mumbai",Apartment,3,1371,1782.3,0,12,30/31,1 Open,4,North,115948950.70114625,383423.7149577982,Builder 12,P2750806748,2026-04-15,7.9,3 Schools / 1 Hospitals
Pune,East,Baner,21.4037_79.8293,"Synthetic Address, Baner, Pune",Apartment,2,894,1162.2,0,10,23/39,1 Open,2,North,12753225.396355141,38065.43721582548,Builder 33,P8204833800,2025-09-01,8.7,4 Schools / 5 Hospitals
Nagpur,South,Dharampeth,21.9786_73.7642,"Synthetic Address, Dharampeth, Nagpur",Apartment,2,948,1232.4,0,12,16/30,3 Open,3,North,8218671.66514707,24021.168940389205,Builder 34,P7722358336,2024-10-25,5.5,4 Schools / 1 Hospitals
Pune,North,Hinjewadi,19.8782_72.6761,"Synthetic Address, Hinjewadi, Pune",Apartment,1,553,718.9,0,16,8/31,0 Covered,3,North,8477867.430825463,24391.285205727585,Builder 33,P6874854689,2025-10-09,7.0,2 Schools / 3 Hospitals
Nagpur,East,Katol Road,21.2496_74.7073,"Synthetic Address, Katol Road, Nagpur",Apartment,2,938,1219.4,0,2,10/21,1 Open,1,North-East,17242584.653614193,38342.914159921966,Builder 20,P3201857725,2024-10-18,3.2,5 Schools / 1 Hospitals
Mumbai,West,Chembur,20.5398_72.9457,"Synthetic Address, Chembur, Mumbai",Apartment,3,1527,1985.1000000000001,0,9,2/3,1 Covered,1,South,143681077.69091737,374156.03916475136,Builder 5,P5230230954,2025-04-24,2.6,3 Schools / 4 Hospitals
Nagpur,West,Zingabai Takli,18.8791_74.3899,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,3,1728,2246.4,0,17,22/40,1 Covered,2,South,26470676.21137522,82842.87887359841,Builder 12,P5539080453,2024-04-11,1.6,1 Schools / 1 Hospitals
Nagpur,East,Besa,21.0439_76.5899,"Synthetic Address, Besa, Nagpur",Apartment,3,1692,2199.6,0,18,35/40,3 Open,2,North-East,18566010.224231057,42492.54969707668,Builder 33,P3109027181,2024-08-15,3.8,4 Schools / 1 Hospitals
Nagpur,South,Wathoda,21.5988_77.8448,"Synthetic Address, Wathoda, Nagpur",Apartment,1,442,574.6,0,19,24/25,3 Open,4,North,6606890.65679771,11381.03065241315,Builder 14,P7854418000,2026-03-18,8.8,2 Schools / 5 Hospitals
Nagpur,Central,Wathoda,18.7449_73.5034,"Synthetic Address, Wathoda, Nagpur",Apartment,2,1104,1435.2,0,10,11/27,1 Open,2,North-West,9319422.910548711,28443.3799083617,Builder 21,NA,2026-05-29,9.7,1 Schools / 3 Hospitals
Pune,North,Hadapsar,19.8160_73.0493,"Synthetic Address, Hadapsar, Pune",Apartment,2,1120,1456.0,0,7,4/10,2 Covered,2,North-West,8930682.256941464,27761.452163334132,Builder 36,P7928407666,2025-04-25,1.1,4 Schools / 3 Hospitals
Nagpur,West,Zingabai Takli,20.4203_77.6236,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,3,1236,1606.8,0,6,9/13,1 Open,2,East,14972428.727650862,34551.28680765908,Builder 8,P8079090446,2024-12-03,5.7,4 Schools / 2 Hospitals
Nashik,West,Indira Nagar,19.6788_75.6548,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,994,1292.2,0,7,1/3,1 Covered,1,West,13566246.069500612,37042.647757807856,Builder 43,P9061582985,2024-11-03,8.3,2 Schools / 2 Hospitals
Nashik,North,Panchvati,21.6306_72.0246,"Synthetic Address, Panchvati, Nashik",Apartment,4,2360,3068.0,0,11,4/18,2 Open,2,North,31161015.487904605,84266.87779373028,Builder 24,NA,2024-01-17,5.3,1 Schools / 1 Hospitals
Pune,North,Hadapsar,20.4625_79.7134,"Synthetic Address, Hadapsar, Pune",Apartment,3,1347,1751.1000000000001,0,10,22/34,0 Open,4,North,19812918.67680482,62632.80410191321,Builder 39,P6790075008,2025-05-13,6.4,4 Schools / 5 Hospitals
Mumbai,West,Andheri,20.2577_73.6873,"Synthetic Address, Andheri, Mumbai",Apartment,2,1176,1528.8,0,2,20/23,0 Open,2,North-West,113394472.94793892,243778.9698000411,Builder 1,P4752631754,2026-05-25,7.6,2 Schools / 3 Hospitals
Pune,West,Hinjewadi,18.8761_79.0290,"Synthetic Address, Hinjewadi, Pune",Plot,0,0,0,1245,7,0/1,0 Open,0,North-West,11326175.600137094,0,Builder 38,P4906420827,2024-03-23,7.9,4 Schools / 2 Hospitals
Nashik,South,Gangapur Road,21.3237_78.2148,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,1020,1326.0,0,0,6/8,0 Open,2,South,12838468.807625495,23767.96849517232,Builder 21,P6899847367,2024-10-17,9.0,4 Schools / 4 Hospitals
Pune,West,Balewadi,19.1075_77.4723,"Synthetic Address, Balewadi, Pune",Apartment,2,854,1110.2,0,5,7/20,2 Open,1,South,12199999.666897357,25489.62645811069,Builder 24,P9256423696,2026-02-15,9.1,2 Schools / 2 Hospitals
Pune,North,Hinjewadi,18.9820_77.4746,"Synthetic Address, Hinjewadi, Pune",Apartment,1,539,700.7,0,19,10/11,1 Covered,3,East,3725335.759261844,8118.619301214078,Builder 13,P3782398779,2024-02-21,9.6,2 Schools / 3 Hospitals
Mumbai,South,Worli,21.7257_74.0564,"Synthetic Address, Worli, Mumbai",Apartment,3,1557,2024.1000000000001,0,15,1/4,0 Covered,4,East,16685681.17136512,53974.364046271505,Builder 4,P7494298154,2024-04-22,7.9,4 Schools / 1 Hospitals
Pune,East,NIBM Road,19.5869_73.0618,"Synthetic Address, NIBM Road, Pune",Apartment,3,1683,2187.9,0,18,1/27,2 Open,4,North,14900710.251876013,37930.679115041865,Builder 41,P4018157383,2024-07-19,4.9,2 Schools / 4 Hospitals
Mumbai,South,Andheri,18.2877_72.0228,"Synthetic Address, Andheri, Mumbai",Apartment,3,1755,2281.5,0,4,5/8,1 Covered,3,North-West,59578738.31511289,128587.02317310317,Builder 27,P6416736795,2025-11-03,5.9,2 Schools / 1 Hospitals
Mumbai,West,Borivali,18.6486_79.9466,"Synthetic Address, Borivali, Mumbai",Apartment,4,2252,2927.6,0,14,30/37,3 Covered,2,East,134309715.56918368,351612.09049228375,Builder 41,P8585229910,2025-02-08,3.0,1 Schools / 1 Hospitals
Nagpur,South,Wathoda,21.4866_77.9768,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1662,2160.6,0,14,31/31,3 Open,3,North-East,17652820.547126167,33761.60381838823,Builder 35,P8066952802,2024-01-06,9.6,5 Schools / 5 Hospitals
Pune,South,Baner,18.8156_73.8515,"Synthetic Address, Baner, Pune",Apartment,4,2056,2672.8,0,19,7/16,1 Open,4,South,12282053.44508964,36217.726235385664,Builder 27,P6501450858,2026-05-24,8.8,1 Schools / 2 Hospitals
Nagpur,East,Mihan,19.1550_72.5093,"Synthetic Address, Mihan, Nagpur",Apartment,2,1188,1544.4,0,4,19/23,0 Open,3,East,17315460.34036687,53808.5593295109,Builder 47,P8818850013,2024-12-02,3.9,2 Schools / 4 Hospitals
Pune,North,Hadapsar,19.8586_72.7310,"Synthetic Address, Hadapsar, Pune",Apartment,2,1004,1305.2,0,9,17/36,3 Open,3,West,15377059.212870548,30348.5815274734,Builder 3,P9605776930,2026-04-13,8.2,1 Schools / 2 Hospitals
Pune,North,Kharadi,20.5053_74.8604,"Synthetic Address, Kharadi, Pune",Apartment,3,1443,1875.9,0,16,5/8,0 Open,3,North,15804148.829234079,36484.0411521279,Builder 28,P1004469331,2025-12-30,1.0,3 Schools / 4 Hospitals
Mumbai,East,Worli,19.7579_74.4751,"Synthetic Address, Worli, Mumbai",Apartment,3,1470,1911.0,0,9,7/35,2 Open,3,North-West,68048771.85453677,183491.36988701797,Builder 36,P5284071912,2026-06-07,3.8,4 Schools / 5 Hospitals
Nashik,West,Pathardi Phata,20.3555_77.0851,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1284,1669.2,0,1,24/29,1 Open,1,North-East,14689496.81139361,48278.98468242077,Builder 37,P4097728214,2026-04-23,5.7,1 Schools / 3 Hospitals
Nagpur,South,Wardha Road,19.5749_75.0180,"Synthetic Address, Wardha Road, Nagpur",Apartment,2,1168,1518.4,0,10,1/15,3 Covered,4,South,16254304.412711361,40987.92031832238,Builder 23,P2817626058,2024-03-28,4.6,4 Schools / 1 Hospitals
Pune,East,Hinjewadi,20.6028_74.4350,"Synthetic Address, Hinjewadi, Pune",Apartment,1,537,698.1,0,20,19/22,3 Open,4,East,5885312.751377016,16941.78260242372,Builder 7,P1133004191,2024-12-08,1.0,4 Schools / 3 Hospitals
Nashik,West,Panchvati,18.0050_72.6152,"Synthetic Address, Panchvati, Nashik",Apartment,1,417,542.1,0,18,2/5,3 Open,1,South,5154343.765476619,14456.446592897171,Builder 35,P8158058635,2024-07-04,2.0,3 Schools / 2 Hospitals
Mumbai,East,Powai,19.5283_76.4364,"Synthetic Address, Powai, Mumbai",Apartment,2,918,1193.4,0,4,3/32,0 Covered,4,East,43473522.62927047,142663.09059758528,Builder 17,NA,2026-01-04,3.2,4 Schools / 2 Hospitals
Mumbai,North,Chembur,20.6369_79.2347,"Synthetic Address, Chembur, Mumbai",Apartment,1,568,738.4,0,11,33/38,0 Open,2,East,29004587.3769735,54824.92199529111,Builder 40,P1378126381,2024-11-07,4.9,5 Schools / 1 Hospitals
Mumbai,East,Chembur,20.5117_77.4303,"Synthetic Address, Chembur, Mumbai",Apartment,2,814,1058.2,0,7,8/32,3 Covered,2,South,69903456.08490598,214877.48279652486,Builder 26,P1625369281,2026-02-12,3.8,4 Schools / 4 Hospitals
Nagpur,North,Dharampeth,18.6809_76.2420,"Synthetic Address, Dharampeth, Nagpur",Apartment,1,547,711.1,0,14,21/34,0 Covered,4,East,6826598.728681795,20013.629823244697,Builder 4,NA,2025-05-13,9.8,3 Schools / 3 Hospitals
Nagpur,South,Wathoda,20.5778_78.2997,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1326,1723.8,0,17,11/19,0 Open,4,South,19741288.900978938,44740.732606214275,Builder 41,P9363978411,2024-01-11,0.8,1 Schools / 4 Hospitals
Pune,East,Balewadi,18.8181_74.2976,"Synthetic Address, Balewadi, Pune",Villa/Row House,2,876,1138.8,1718.616265940569,15,0/1,1 Open,0,West,8913582.959971132,26682.45222176338,Builder 2,NA,2025-01-07,8.9,5 Schools / 4 Hospitals
Pune,South,Hinjewadi,21.3593_75.2072,"Synthetic Address, Hinjewadi, Pune",Villa/Row House,2,800,1040.0,1278.5722079703564,1,0/3,0 Open,0,South,6969039.530959844,19155.020859640656,Builder 27,P3732451304,2026-05-01,5.4,5 Schools / 1 Hospitals
Mumbai,North,Borivali,21.7660_73.3042,"Synthetic Address, Borivali, Mumbai",Apartment,2,1024,1331.2,0,19,19/35,1 Open,1,East,59849633.38885436,102613.00264062102,Builder 9,P5879505373,2026-03-21,1.0,4 Schools / 4 Hospitals
Pune,North,Wagholi,19.9021_72.0284,"Synthetic Address, Wagholi, Pune",Apartment,3,1623,2109.9,0,1,5/11,3 Open,3,North,20028129.731762666,56428.6520484639,Builder 24,P2169842442,2024-10-15,2.8,2 Schools / 3 Hospitals
Pune,South,Hinjewadi,21.6876_75.2890,"Synthetic Address, Hinjewadi, Pune",Apartment,2,1066,1385.8,0,9,18/20,3 Open,2,West,10984177.59258595,26389.990437136705,Builder 19,P5061422771,2024-01-25,6.8,1 Schools / 4 Hospitals
Mumbai,South,Borivali,18.9459_73.0751,"Synthetic Address, Borivali, Mumbai",Apartment,3,1230,1599.0,0,2,14/16,2 Covered,1,West,54663333.063742295,112374.17694633856,Builder 22,NA,2025-12-20,6.5,1 Schools / 4 Hospitals
Mumbai,West,Borivali,21.0338_74.2440,"Synthetic Address, Borivali, Mumbai",Apartment,3,1770,2301.0,0,12,20/40,2 Open,2,North,70048492.8554372,129048.78359432924,Builder 20,P5336073477,2024-02-03,4.0,1 Schools / 4 Hospitals
Pune,South,Hinjewadi,21.1241_75.7190,"Synthetic Address, Hinjewadi, Pune",Apartment,1,472,613.6,0,13,13/35,2 Covered,4,North,4381746.828542064,14515.158681254105,Builder 28,P8542598723,2025-12-25,8.9,1 Schools / 4 Hospitals
Mumbai,South,Bandra,21.6392_78.4163,"Synthetic Address, Bandra, Mumbai",Apartment,2,1040,1352.0,0,10,5/5,1 Open,3,North,52421692.31193831,142743.46611262768,Builder 31,P4364049948,2024-07-29,6.5,2 Schools / 3 Hospitals
Nashik,West,Jail Road,21.1324_72.1338,"Synthetic Address, Jail Road, Nashik",Apartment,1,588,764.4,0,6,1/4,2 Covered,4,South,2720037.6939279367,8159.275852451206,Builder 29,P6679657237,2025-06-12,2.9,2 Schools / 3 Hospitals
Mumbai,East,Andheri,21.8742_78.3663,"Synthetic Address, Andheri, Mumbai",Apartment,1,426,553.8000000000001,0,0,2/27,3 Covered,4,South,17812589.403967876,41357.52438960676,Builder 1,P5054573903,2024-09-10,5.7,5 Schools / 4 Hospitals
Pune,West,Hadapsar,19.7254_75.1232,"Synthetic Address, Hadapsar, Pune",Apartment,2,1200,1560.0,0,17,17/20,1 Open,3,North-East,14392723.547992362,29975.861266754,Builder 33,P7740324955,2024-05-19,7.6,4 Schools / 4 Hospitals
Nashik,East,Pathardi Phata,19.5412_73.4593,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1004,1305.2,0,6,26/28,1 Open,3,North,12681305.239020301,36060.3798021874,Builder 46,P1049062432,2024-01-25,9.4,3 Schools / 4 Hospitals
Nagpur,North,Katol Road,20.8499_77.3311,"Synthetic Address, Katol Road, Nagpur",Apartment,2,1082,1406.6000000000001,0,10,2/22,3 Open,2,North-East,15299461.771697495,34223.52770849081,Builder 1,P2015235058,2024-06-13,1.7,5 Schools / 4 Hospitals
Mumbai,South,Borivali,19.0783_79.3882,"Synthetic Address, Borivali, Mumbai",Apartment,1,600,780.0,0,18,5/8,2 Open,4,North,42638405.279338345,85717.24782193654,Builder 47,P2755797040,2025-06-21,9.5,1 Schools / 2 Hospitals
Pune,South,NIBM Road,21.0082_73.1144,"Synthetic Address, NIBM Road, Pune",Apartment,2,1060,1378.0,0,10,10/15,0 Open,3,North-West,13670488.67399995,23707.585820761557,Builder 8,P7746487466,2024-05-30,4.8,3 Schools / 1 Hospitals
Nagpur,West,Dharampeth,20.5829_74.9642,"Synthetic Address, Dharampeth, Nagpur",Plot,0,0,0,4441,14,0/2,2 Covered,0,North-West,59041712.180467635,0,Builder 4,P3059567383,2024-07-08,5.3,2 Schools / 5 Hospitals
Nashik,South,Pathardi Phata,19.2668_76.8777,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1236,1606.8,0,4,28/28,3 Open,3,North-East,15061768.026556134,36664.14411336977,Builder 44,NA,2025-04-18,6.1,1 Schools / 5 Hospitals
Pune,South,NIBM Road,21.2398_77.7360,"Synthetic Address, NIBM Road, Pune",Apartment,2,826,1073.8,0,5,7/16,1 Covered,1,North-West,6388020.401001537,13588.499516220907,Builder 3,NA,2025-08-08,8.9,2 Schools / 3 Hospitals
Nashik,West,Panchvati,20.1329_78.9847,"Synthetic Address, Panchvati, Nashik",Apartment,2,1178,1531.4,0,8,20/23,2 Open,2,North-East,5881949.568717627,19240.57669697108,Builder 39,P6636301316,2025-04-18,2.3,2 Schools / 5 Hospitals
Nagpur,West,Zingabai Takli,21.9968_73.2382,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,4,2244,2917.2000000000003,0,0,13/38,0 Open,3,North,6783081.4745667325,13427.80450397743,Builder 36,P7048344517,2025-12-24,4.9,3 Schools / 1 Hospitals
Nashik,West,Panchvati,20.2690_76.1122,"Synthetic Address, Panchvati, Nashik",Apartment,2,1004,1305.2,0,11,3/20,2 Open,3,West,6596533.612896031,18984.83758182322,Builder 14,P5195178291,2024-12-21,2.0,3 Schools / 5 Hospitals
Pune,West,Hadapsar,18.9277_72.5057,"Synthetic Address, Hadapsar, Pune",Apartment,2,1160,1508.0,0,16,6/36,1 Covered,1,West,11993098.505513279,37764.32065189647,Builder 40,P2308313625,2026-05-03,8.0,5 Schools / 4 Hospitals
Nashik,South,Gangapur Road,21.7255_75.9878,"Synthetic Address, Gangapur Road, Nashik",Apartment,1,421,547.3000000000001,0,15,31/35,0 Open,3,East,4375726.8286089245,11890.51379531913,Builder 5,P9658635354,2025-02-23,1.8,5 Schools / 1 Hospitals
Pune,East,Wagholi,20.9083_73.2995,"Synthetic Address, Wagholi, Pune",Apartment,2,992,1289.6000000000001,0,0,18/21,1 Open,2,East,13059482.257819226,39627.025727176486,Builder 17,P9530030766,2024-06-30,3.3,1 Schools / 2 Hospitals
Nashik,West,Jail Road,19.8758_77.2159,"Synthetic Address, Jail Road, Nashik",Apartment,2,858,1115.4,0,2,17/27,0 Open,3,East,4616157.865718829,12406.202817318657,Builder 43,P3640449942,2026-04-19,5.2,1 Schools / 1 Hospitals
Nagpur,North,Dabha,20.4328_76.4944,"Synthetic Address, Dabha, Nagpur",Apartment,2,1026,1333.8,0,0,10/11,1 Covered,2,East,11288616.061519705,33158.25708728565,Builder 38,P5693443148,2024-03-12,9.2,3 Schools / 1 Hospitals
Nagpur,North,Wathoda,19.3033_76.4054,"Synthetic Address, Wathoda, Nagpur",Apartment,2,1142,1484.6000000000001,0,20,16/25,1 Open,1,West,21117970.83268118,43030.35543943922,Builder 28,P9515903346,2026-05-08,1.5,5 Schools / 5 Hospitals
Nagpur,North,Manish Nagar,19.2649_73.1732,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,1000,1300.0,0,8,30/32,2 Covered,2,East,17404234.361272234,53217.620519900076,Builder 15,P9993604528,2024-06-08,3.8,2 Schools / 2 Hospitals
Nagpur,East,Manish Nagar,19.4446_75.1470,"Synthetic Address, Manish Nagar, Nagpur",Villa/Row House,1,503,653.9,1007.253458739978,14,0/3,1 Open,0,West,6677593.8885543775,21925.326154515744,Builder 41,NA,2026-04-19,6.8,4 Schools / 1 Hospitals
Mumbai,East,Chembur,21.2097_76.8744,"Synthetic Address, Chembur, Mumbai",Apartment,1,496,644.8000000000001,0,11,12/30,2 Covered,4,West,22707593.19867912,41247.30976170449,Builder 33,NA,2025-12-23,2.0,2 Schools / 5 Hospitals
Nashik,East,Panchvati,20.8925_73.4063,"Synthetic Address, Panchvati, Nashik",Apartment,2,1032,1341.6000000000001,0,0,14/19,3 Covered,1,North-West,8004317.304037916,22345.0203228078,Builder 3,NA,2025-06-16,8.8,1 Schools / 1 Hospitals
Nashik,North,Gangapur Road,18.6612_78.6424,"Synthetic Address, Gangapur Road, Nashik",Apartment,1,491,638.3000000000001,0,13,30/32,2 Covered,1,South,5923760.700753314,13876.0619968866,Builder 2,NA,2024-03-25,4.1,3 Schools / 2 Hospitals
Mumbai,West,Chembur,20.2792_77.3741,"Synthetic Address, Chembur, Mumbai",Apartment,2,860,1118.0,0,4,38/39,2 Open,3,North-East,45278683.69587811,130843.13317467617,Builder 43,P5783879875,2024-08-16,7.0,2 Schools / 4 Hospitals
Mumbai,North,Mira Road,19.0070_79.6431,"Synthetic Address, Mira Road, Mumbai",Apartment,3,1212,1575.6000000000001,0,14,10/15,2 Open,2,West,38578714.877745844,114028.43915703993,Builder 43,P2091116003,2026-05-14,2.3,5 Schools / 3 Hospitals
